Var1,Var2,mean_aa_dist
PB2_16,PB2_27,6.10326086956522
PB2_16,PB2_28,53.5434782608696
PB2_16,PB2_29,3.78260869565217
PB2_16,PB2_30,2.44202898550725
PB2_16,PB2_31,5.78260869565217
PB2_16,PB2_32,7.10869565217391
PB2_16,PB2_33,1.46376811594203
PB2_16,PB2_34,7.1304347826087
PB2_16,PB2_35,3.1304347826087
PB2_16,PB2_36,7.10869565217391
PB2_16,PB2_37,4.60869565217391
PB2_16,PB2_38,3.6304347826087
PB2_16,PB2_39,5.08695652173913
PB2_16,PB2_40,7.10869565217391
PB2_16,PB2_41,1.1304347826087
PB2_16,PB2_42,5.1304347826087
PB2_16,PB2_43,5.1304347826087
PB2_16,PB2_44,18.0869565217391
PB2_16,PB2_45,40.0652173913044
PB2_16,PB2_46,10.1304347826087
PB2_16,PB2_47,6.1304347826087
PB2_17,PB2_18,12.9961290322581
PB2_17,PB2_19,3.17741935483871
PB2_17,PB2_20,24.8041474654378
PB2_17,PB2_21,6.32506203473945
PB2_17,PB2_22,4.70967741935484
PB2_17,PB2_23,3.29301075268817
PB2_17,PB2_24,12.883064516129
PB2_17,PB2_25,4.85253456221198
PB2_17,PB2_26,5.42396313364055
PB2_17,PB2_27,6.68548387096774
PB2_17,PB2_28,53.4677419354839
PB2_17,PB2_29,4.36559139784946
PB2_17,PB2_30,3.04301075268817
PB2_17,PB2_31,6.35483870967742
PB2_17,PB2_32,7.67741935483871
PB2_17,PB2_33,2.04301075268817
PB2_17,PB2_34,7.67741935483871
PB2_17,PB2_35,3.64516129032258
PB2_17,PB2_36,7.70967741935484
PB2_17,PB2_37,5.17741935483871
PB2_17,PB2_38,4.14516129032258
PB2_17,PB2_39,5.62903225806452
PB2_17,PB2_40,7.12903225806452
PB2_17,PB2_41,1.70967741935484
PB2_17,PB2_42,5.70967741935484
PB2_17,PB2_43,5.70967741935484
PB2_17,PB2_44,17.8709677419355
PB2_17,PB2_45,39.6451612903226
PB2_17,PB2_46,10.6129032258065
PB2_17,PB2_47,6.70967741935484
PB2_18,PB2_19,11.9342857142857
PB2_18,PB2_20,34.4714285714286
PB2_18,PB2_21,16.0553846153846
PB2_18,PB2_22,12.44
PB2_18,PB2_23,13.0033333333333
PB2_18,PB2_24,15.895
PB2_18,PB2_25,14.5828571428571
PB2_18,PB2_26,13.1314285714286
PB2_18,PB2_27,16.44
PB2_18,PB2_28,62.82
PB2_18,PB2_29,13.9733333333333
PB2_18,PB2_30,12.6533333333333
PB2_18,PB2_31,16.1066666666667
PB2_18,PB2_32,17.44
PB2_18,PB2_33,11.76
PB2_18,PB2_34,16.44
PB2_18,PB2_35,13.44
PB2_18,PB2_36,15.44
PB2_18,PB2_37,14.94
PB2_18,PB2_38,11.92
PB2_18,PB2_39,13.44
PB2_18,PB2_40,17.44
PB2_18,PB2_41,11.44
PB2_18,PB2_42,13.4
PB2_18,PB2_43,13.44
PB2_18,PB2_44,25.24
PB2_18,PB2_45,46.16
PB2_18,PB2_46,15.96
PB2_18,PB2_47,14.4
PB2_19,PB2_20,24.734693877551
PB2_19,PB2_21,5.54395604395604
PB2_19,PB2_22,3.92857142857143
PB2_19,PB2_23,3.08333333333333
PB2_19,PB2_24,12.6071428571429
PB2_19,PB2_25,4.64285714285714
PB2_19,PB2_26,5.21428571428571
PB2_19,PB2_27,6.5
PB2_19,PB2_28,52.7142857142857
PB2_19,PB2_29,4.16666666666667
PB2_19,PB2_30,2.83333333333333
PB2_19,PB2_31,5.5952380952381
PB2_19,PB2_32,6.92857142857143
PB2_19,PB2_33,1.83333333333333
PB2_19,PB2_34,7.07142857142857
PB2_19,PB2_35,3.5
PB2_19,PB2_36,7.5
PB2_19,PB2_37,5
PB2_19,PB2_38,3.14285714285714
PB2_19,PB2_39,5.5
PB2_19,PB2_40,7.5
PB2_19,PB2_41,1.5
PB2_19,PB2_42,5.5
PB2_19,PB2_43,5.5
PB2_19,PB2_44,17.9285714285714
PB2_19,PB2_45,40.5
PB2_19,PB2_46,9.64285714285714
PB2_19,PB2_47,6.5
PB2_20,PB2_21,26.967032967033
PB2_20,PB2_22,25.3571428571429
