	location
EPI_ISL_1665266|H5N8|a/mute_swan/slovenia/1820-20_21vir959-4/2020|2020-12-10|2020.94	Europe
EPI_ISL_17471579|H5N1|a/brown_pelican/north_carolina/w23-019/2022|2022-12-20|2022.967	North America
EPI_ISL_18665516|H5N1|a/great_horned_owl/bc/aivphl-956/2023|2023-02-27|2023.156	North America
EPI_ISL_15579543|H5N1|a/mallard/netherlands/18/2022|2022-10-01|2022.748	Europe
EPI_ISL_1139102|H5N1|a/swan/netherlands/20017772-002/2020|2020-11-10|2020.858	Europe
EPI_ISL_16171522|H5N1|a/goose/oregon/22-013779-001-original/2022|2022-05-02|2022.332	North America
EPI_ISL_16271823|H5N1|a/chicken/nebraska/22-038152-001-original/2022|2022-11-25|2022.899	North America
EPI_ISL_18245743|H5N1|a/mute_swan/poland/mb034-22_22vir5675-12/2022|2022-01-18|2022.047	Europe
EPI_ISL_956368|H5N8|a/mute_swan/czech_republic/1410-2/2021|2021-01-19|2021.049	Europe
EPI_ISL_17964954|H5N1|a/cooperss_hawk/wyoming/23-013975-001-original/2023|2023-04-29|2023.323	North America
EPI_ISL_641378|H5N5|a/greater_white-fronted_goose/netherlands/20017403-004/2020|2020-11-07|2020.85	Europe
EPI_ISL_16549349|H5N1|a/phasianus_colchicus/belgium/10993-0003/2022|2022-11-15|2022.871	Europe
EPI_ISL_18271512|H5N1|a/mute_swan/denmark/06339-1.01/2023-08-05|2023-08-05|2023.592	Europe
EPI_ISL_16112044|H5N1|a/arctic_tern/denmark/05803-1.01/2022|2022-06-19|2022.463	Europe
EPI_ISL_15214841|H5N1|a/common_tern/maine/w22-480b/2022|2022-06-23|2022.474	North America
EPI_ISL_12176931|H5N8|a/turkey/kosovo/13-2_22vir3124-31/2022|2022-01-19|2022.049	Europe
EPI_ISL_11007546|H5N1|a/chicken/niger/22vir1409-5/2022|2022-01-01|2022	Africa
EPI_ISL_18231267|H5N6|a/duck/laos/m-c00772/2022|2022-02-16|2022.126	Asia
EPI_ISL_697771|H5N8|a/northern_pintail/hokkaido/m13/2020|2020-10-24|2020.811	Asia
EPI_ISL_17414645|H5N1|a/chicken/nigeria/698_22vir3286-13/2021|2021-11-30|2021.912	Africa
EPI_ISL_17964919|H5N1|a/red-tailed_hawk/minnesota/23-010018-001-original/2023|2023-03-26|2023.23	North America
EPI_ISL_1225077|H5N4|a/european_herring_gull/netherlands/21023937-002/2021|2021-02-21|2021.14	Europe
EPI_ISL_18058056|H5N6|a/duck/sichuan/sc5698/2021|2021-05-01|2021.329	Asia
EPI_ISL_1719911|H5N8|a/swan/lithuania/1842pg1_21vir2606-5/2021|2021-03-19|2021.211	Europe
EPI_ISL_17851860|H5N1|a/silver_pheasant/ohio/oh22-20552/2022|2022-08-31|2022.663	North America
EPI_ISL_18001861|H5N1|a/white-tailed_eagle/iceland/2023ai04257/2022|2022-10-16|2022.789	Europe
EPI_ISL_9603927|H5N1|a/mute_swan/czech_republic/25702-2/2021|2021-12-20|2021.967	Europe
EPI_ISL_17964893|H5N1|a/american_crow/iowa/23-007781-002-original/2023|2023-03-05|2023.173	North America
EPI_ISL_16297082|H5N1|a/chicken/iowa/22-035700-001-original/2022|2022-11-03|2022.838	North America
EPI_ISL_654829|H5N8|a/goose/omsk/30006/2020|2020-09-03|2020.672	Europe
EPI_ISL_1665260|H5N8|a/mute_swan/norway/fu5_21vir850-3/2021|2021-01-05|2021.011	Europe
EPI_ISL_7778755|H5N1|a/white-tailed_eagle/estonia/ta2111864-2_21vir7512-6/2021|2021-05-16|2021.37	Europe
EPI_ISL_18847168|H5N1|a/garganey/egypt/sjceirr-dt20899op/2022|2022-12-21|2022.97	Africa
EPI_ISL_5260451|H5N8|a/goose/liaoning/s1266/2021|2021-04-13|2021.279	Asia
EPI_ISL_18651568|H5N1|a/hooded_crane/kagoshima/ku-12/2023_(h5n1)|2023-12-11|2023.942	Asia
EPI_ISL_16101529|H5N1|a/chicken/utah/22-011468-002-original/2022|2022-04-14|2022.282	North America
EPI_ISL_18698527|H5N1|a/chicken/argentina/2796-2/2023|2023-06-13|2023.447	South America
EPI_ISL_13990718|H5N1|a/gypaetus_barbatus/spain/1956-25_22vir6312-19/2022|2022-05-27|2022.4	Europe
EPI_ISL_18033200|H5N1|a/black-headed_gull/poland/mb121-m/2023|2023-03-13|2023.195	Europe
EPI_ISL_18132905|H5N1|a/bald_eagle/nebraska/usda-012052-001/2022|2022-04-19|2022.296	North America
EPI_ISL_18133393|H5N1|a/goose/tennessee/usda-010667-001/2022|2022-04-01|2022.247	North America
EPI_ISL_18133156|H5N1|a/american_white_pelican/missouri/usda-006970-001/2022|2022-02-28|2022.159	North America
EPI_ISL_17424646|H5N1|a/striped_skunk/kansas/w23-094/2023|2023-01-27|2023.071	North America
EPI_ISL_18343463|H5N1|a/columba_palumbus/belgium/04695_0003/2023|2023-05-07|2023.345	Europe
EPI_ISL_3102056|H5N8|a/chicken/bulgaria/274-5_21vir4270-4/2021|2021-04-23|2021.307	Europe
EPI_ISL_18033227|H5N1|a/black-headed_gull/poland/mb185-nj/2023|2023-05-10|2023.353	Europe
EPI_ISL_3005950|H5N1|a/barnacle_goose/sweden/sva210511sz0567/fb001840/m-2021|2021-05-11|2021.356	Europe
EPI_ISL_17529371|H5N1|a/duck/egypt/ba20361op/2022|2022-03-30|2022.241	Africa
EPI_ISL_15518269|H5N1|a/lynx/finland/vi209-22_22vir3127-2/2022|2022-02-01|2022.085	Europe
EPI_ISL_11922811|H5N1|a/goose/poland/h124_22vir2515-5/2022|2022-02-05|2022.096	Europe
EPI_ISL_16297358|H5N1|a/chicken/colorado/22-032670-001-original/2022|2022-10-10|2022.773	North America
EPI_ISL_17316965|H5N1|a/large-billed_crow/hokkaido/b008/2023|2023-03-13|2023.195	Asia
EPI_ISL_17672824|H5N1|a/eurasian_eagle-owl_/sweden/sva230412sz0463/fb001085/w-2023|2023-04-04|2023.255	Europe
EPI_ISL_16838578|H5N1|a/goose/chelyabinsk/1341-3/2021|2021-08-08|2021.6	Europe
EPI_ISL_17964975|H5N1|a/american_crow/new_york/23-016152-002-original/2023|2023-05-18|2023.375	North America
EPI_ISL_5049590|H5N8|a/chicken/luxembourg/21168413/2021_|2021-09-03|2021.671	Europe
EPI_ISL_17373075|H5N1|a/goose/louisiana/w22-1146a/2022|2022-12-05|2022.926	North America
EPI_ISL_16020772|H5N1|a/red_fox/pei/fav-0592-02/2022|2022-05-24|2022.392	North America
EPI_ISL_17964914|H5N1|a/red-tailed_hawk/pennsylvania/23-009486-001-original/2023|2023-02-28|2023.159	North America
EPI_ISL_16271855|H5N1|a/domestic_goose/tennessee/22-036130-001-original/2022|2022-11-09|2022.855	North America
EPI_ISL_18612232|H5N1|a/common_tern/slovenia/per1276-23ma_23vir10323-21/2023|2023-07-20|2023.548	Europe
EPI_ISL_15078251|H5N1|a/red_fox/north_dakota/22-017354-001-original/2022|2022-06-03|2022.419	North America
EPI_ISL_17638492|H5N1|a/chicken/niger/288-22_23vir3551-5/2022|2022-12-18|2022.962	Africa
EPI_ISL_6914131|H5N6|a/chicken/chongqing/h1/2021|2021-06-10|2021.438	Asia
EPI_ISL_18012465|H5N8|a/swan/hebei/b01/2021|2021-11-05|2021.844	Asia
EPI_ISL_18107017|H5N1|a/blue_winged_teal/louisiana/ceirr-3834/2022|2022-09-14|2022.701	North America
EPI_ISL_18698952|H5N1|a/chicken/oklahoma/23-033090-001-original/2023|2023-10-27|2023.819	North America
EPI_ISL_17964931|H5N1|a/western_gull/california/23-011273-002-original/2023|2023-03-30|2023.241	North America
EPI_ISL_16209277|H5N5|a/shelduck/kalmykia/1814-1/2021|2021-11-08|2021.852	Europe
EPI_ISL_16524247|H5N1|a/peregrine_falcon/netherlands/1/2023|2023-01-02|2023.003	Europe
EPI_ISL_18445701|H5N1|a/swan/france/21p014019/2021|2021-12-18|2021.962	Europe
EPI_ISL_18132515|H5N1|a/sanderling/new_york/usda-005646-001/2022|2022-02-21|2022.14	North America
EPI_ISL_3102082|H5N8|a/mute_swan/romania/11981-2_21vir3163-6/2021|2021-04-08|2021.266	Europe
EPI_ISL_14770164|H5N8|a/eurasian_coot/shandong/w6143/2020|2020-12-31|2020.997	Asia
EPI_ISL_5260435|H5N8|a/duck/henan/s1381/2021|2021-04-22|2021.304	Asia
EPI_ISL_18311019|H5N1|a/caspian_tern/washington/23-023703-002-original/2023|2023-07-31|2023.578	North America
EPI_ISL_18668520|H5N1|a/chicken/england/137042/2023|2023-11-26|2023.901	Europe
EPI_ISL_15857992|H5N1|a/chicken/france/22p023203/2022|2022-11-08|2022.852	Europe
EPI_ISL_5463806|H5N1|a/goose/tyumen/33-53v/2021|2021-10-07|2021.764	Europe
EPI_ISL_419220|H5N8|a/turkey/hungary/1020_20vir749-1/2020|2020-01-09|2020.022	Europe
EPI_ISL_17885878|H5N1|a/chicken/nuble/239136/2023|2023-02-27|2023.156	South America
EPI_ISL_7778761|H5N8|a/mute_swan/estonia/ta2108545-1_21vir7512-5/2021|2021-03-26|2021.23	Europe
EPI_ISL_16102275|H5N1|a/chicken/colorado/22-011826-001-original/2022|2022-04-15|2022.285	North America
EPI_ISL_18618766|H5N1|a/mink/finland/3081/2023|2023-09-20|2023.718	Europe
EPI_ISL_14917979|H5N1|a/herring_gull/poland/mb138/2022|2022-05-30|2022.408	Europe
EPI_ISL_5260445|H5N8|a/duck/hebei/s1070/2021|2021-04-27|2021.318	Asia
EPI_ISL_813972|H5N8|_a/goose/hungary/24021/2020_|2020-05-11|2020.358	Europe
EPI_ISL_18665627|H5N1|a/red_fox/bc/aivphl-1286/2023|2023-08-22|2023.638	North America
EPI_ISL_16297142|H5N1|a/chicken/north_carolina/22-033524-001-original/2022|2022-10-19|2022.797	North America
EPI_ISL_16271830|H5N1|a/chicken/south_dakota/22-037931-001-original/2022|2022-11-21|2022.888	North America
EPI_ISL_614399|H5N5|a/buzzard/germany-mv/ai02166/2020|2020-10-29|2020.825	Europe
EPI_ISL_17693350|H5N1|a/great_black-backed_gull/germany-sh/ai05236/2022|2022-10-13|2022.781	Europe
EPI_ISL_17179654|H5N1|a/heron/switzerland-basel/230080/2023|2023-01-17|2023.044	Europe
EPI_ISL_18514134|H5N1|a/whooper_swan/sweden/sva231107sz0379/fb004549/e-2023|2023-11-02|2023.836	Europe
EPI_ISL_2227278|H5N1|a/goose/netherlands/21028502-002/21028502/2021|2021-05-09|2021.351	Europe
EPI_ISL_3142375|H5N8|a/mute_swan/austria/21051907_21vir3291-6/2021|2021-04-27|2021.318	Europe
EPI_ISL_1009696|H5N8|a/mandarin_duck/korea/wb80/2020|2020-11-10|2020.858	Asia
EPI_ISL_16297342|H5N1|a/chicken/texas/22-033221-001-original/2022|2022-10-17|2022.792	North America
EPI_ISL_7778778|H5N8|a/common_eider/norway/fu453_21vir7634-3/2021|2021-06-23|2021.474	Europe
EPI_ISL_17051381|H5N1|a/canada_goose/bc/aivphl-213/2022|2022-07-19|2022.545	North America
EPI_ISL_7778765|H5N1|a/golden_eagle/finland/9378_21vir7689-12/2021|2021-07-01|2021.496	Europe
EPI_ISL_12572655|H5N1|a/duck/guangdong/s4525/2021(h5n1)|2021-12-08|2021.934	Asia
EPI_ISL_625672|H5N8|a/mute_swan/inner_mongolia/w2-1/2020|2020-10-17|2020.792	Asia
EPI_ISL_16297370|H5N1|a/turkey/california/22-032159-001-original/2022|2022-10-10|2022.773	North America
EPI_ISL_2234822|H5N5|a/whooper_swan/romania/10171_21vir2593-15/2021|2021-01-12|2021.03	Europe
EPI_ISL_1063993|H5N3|a/common_kestrel/denmark/16023-01/2021-01-01(h5n3)|2021-01-01|2021	Europe
EPI_ISL_2681045|H5N1|a/white_stork/poland/mb391/2021|2021-04-20|2021.299	Europe
EPI_ISL_2173364|H5N4|a/peregrine_falcon/netherlands/21025108-001/2021|2021-03-10|2021.186	Europe
EPI_ISL_711055|H5N1|a/chicken/netherlands/20019879-001005/2020|2020-12-14|2020.951	Europe
EPI_ISL_18284476|H5N2|a/chicken/oita/22a4t/2023|2023-01-17|2023.044	Asia
EPI_ISL_14064697|H5N1|a/crow/hokkaido/0101q044/2022_(h5n1)|2022-01-20|2022.052	Asia
EPI_ISL_17716088|H5N1|a/goshawk/austria/23048718-001/2023|2023-04-12|2023.277	Europe
EPI_ISL_18847132|H5N8|a/common_pochard/egypt/sjceirr-dt19799c/2021|2021-11-25|2021.899	Africa
EPI_ISL_17051416|H5N1|a/american_crow/bc/aivphl-264/2022|2022-10-24|2022.811	North America
EPI_ISL_17679817|H5N1|a/chicken/slovakia/25-brain_23vir1686-3/2023|2023-01-12|2023.03	Europe
EPI_ISL_11406400|H5N8|a/raven/england/019024/2021|2021-03-28|2021.236	Europe
EPI_ISL_18698979|H5N1|a/chicken/missouri/23-033857-001-original/2023|2023-11-02|2023.836	North America
EPI_ISL_17964913|H5N1|a/red-tailed_hawk/kansas/23-009211-001-original/2023|2023-03-15|2023.2	North America
EPI_ISL_16271840|H5N1|a/chicken/oregon/22-037712-001-original/2022|2022-11-21|2022.888	North America
EPI_ISL_16632501|H5N1|a/red-tailed_hawk/massachusetts/22-016611-001-original/2022|2022-04-01|2022.247	North America
EPI_ISL_13370703|H5N1|a/domestic_duck/england/012247/2022|2022-02-03|2022.09	Europe
EPI_ISL_11798566|H5N1|a/barnacle/goose_denmark/19027-1.02/2021-04-18|2021-04-18|2021.293	Europe
EPI_ISL_7778767|H5N8|a/whooper_swan/finland/9906_21vir7689-14/2021|2021-08-01|2021.581	Europe
EPI_ISL_623074|H5N8|a/chicken/iraq/1/2020|2020-05-12|2020.361	Asia
EPI_ISL_17716780|H5N1|a/black-headed_gull/denmark/03515-1.01/2023-05-01|2023-05-01|2023.329	Europe
EPI_ISL_17051398|H5N1|a/canada_goose/bc/aivphl-226/2022|2022-08-15|2022.619	North America
EPI_ISL_18691835|H5N1|a/domestic_duck/montana/23-030959-002-original/2023|2023-10-11|2023.775	North America
EPI_ISL_11628231|H5N1|a/guinea_fowl/michigan/22-005440-003/2022|2022-02-22|2022.142	North America
EPI_ISL_1259399|H5N3|a/red_knot/france/21p003249/2021|2021-01-18|2021.047	Europe
EPI_ISL_16003267|H5N1|a/red_fox/mb/fav-0414-12/2022|2022-05-09|2022.351	North America
EPI_ISL_14917968|H5N1|a/common_murre/poland/mb151/2022|2022-07-13|2022.529	Europe
EPI_ISL_15078252|H5N1|a/raccoon/washington/22-018406-002-original/2022|2022-06-08|2022.433	North America
EPI_ISL_16297139|H5N1|a/chicken/virginia/22-033680-002-original/2022|2022-10-21|2022.803	North America
EPI_ISL_8518268|H5N6|a/chicken/hangzhou/e1149/2021|2021-12-23|2021.975	Asia
EPI_ISL_18112322|H5N1|a/pheasant/scotland/11039/2021|2021-02-10|2021.11	Europe
EPI_ISL_17760583|H5N8|a/duck/cambodia/f4k241d4/2021|2021-10-15|2021.786	Asia
EPI_ISL_3102059|H5N8|a/chicken/bulgaria/298-1_21vir4270-9/2021|2021-05-05|2021.34	Europe
EPI_ISL_16271826|H5N1|a/turkey/missouri/22-038012-001-original/2022|2022-11-24|2022.896	North America
EPI_ISL_683999|H5N5|a/mute_swan/wales/048068/2020|2020-11-24|2020.896	Europe
EPI_ISL_6829536|H5N8|a/chicken/kagoshima/b3t/2021|2021-11-14|2021.868	Asia
EPI_ISL_13955204|H5N1|a/chicken/czech_republic/8028-1/2022|2022-04-13|2022.279	Europe
EPI_ISL_18133026|H5N1|a/american_wigeon/south_carolina/usda-001743-011/2022|2022-01-06|2022.014	North America
EPI_ISL_3128523|H5N8|a/dalmatian_pelican/greece/47t_21vir3735-3/2021|2021-03-22|2021.219	Europe
EPI_ISL_17165499|H5N1|a/anas_platyrhynchos/romania/10368_23vir1368-2/2023|2023-02-02|2023.088	Europe
EPI_ISL_17424631|H5N1|a/red-tailed_hawk/kentucky/w23-143/2022|2022-12-22|2022.973	North America
EPI_ISL_18612180|H5N1|a/turkey/romania/15636_23vir10497-2/2023|2023-10-25|2023.814	Europe
EPI_ISL_2172523|H5N8|a/sanderling/netherlands/21021794-002/2021|2021-01-18|2021.047	Europe
EPI_ISL_17185811|H5N1|a/black_vulture/south_carolina/w22-623/2022|2022-08-22|2022.638	North America
EPI_ISL_17165503|H5N1|a/cygnus_olor/romania/10039_23vir1145-4/2023|2023-01-13|2023.033	Europe
EPI_ISL_18133236|H5N1|a/black_vulture/maryland/usda-012990-001/2022|2022-04-26|2022.315	North America
EPI_ISL_14393465|H5N1|a/branta_canadensis/belgium/4821_0001/2022|2022-04-07|2022.263	Europe
EPI_ISL_18435608|H5N1|a/peregrine_falcon/germany-nw/2023ai06880/2023|2023-08-02|2023.584	Europe
EPI_ISL_18361460|H5N1|a/grey_heron/croatia/132-b/2021|2021-12-08|2021.934	Europe
EPI_ISL_18231286|H5N6|a/chicken/laos/m-c02704/2022|2022-07-13|2022.529	Asia
EPI_ISL_18133407|H5N1|a/brown_pelican/north_carolina/usda-007917-001/2022|2022-02-20|2022.137	North America
EPI_ISL_18001846|H5N1|a/great_skua/iceland/2023ai04253/2022|2022-09-22|2022.723	Europe
EPI_ISL_16209276|H5N5|a/swan/rostov/2299-2/2020|2020-12-29|2020.992	Europe
EPI_ISL_16905050|H5N1|a/mute_swan/croatia/12/2023|2023-01-09|2023.022	Europe
EPI_ISL_15857991|H5N1|a/hawaiian_goose/italy/22vir9126-7/2022|2022-09-23|2022.726	Europe
EPI_ISL_18665631|H5N1|a/canada_goose/bc/aivphl-1343/2023|2023-10-11|2023.775	North America
EPI_ISL_16271861|H5N1|a/pekin_duck/california/22-036722-001-original/2022|2022-11-14|2022.868	North America
EPI_ISL_18561232|H5N1|a/chicken/laos/c1602/2023|2023-05-16|2023.37	Asia
EPI_ISL_15430209|H5N8|a/common_crane/yunnan-huize/11/2021(h5n8)|2021-01-15|2021.038	Asia
EPI_ISL_16206845|H5N1|a/goose/luxembourg/22253283/2022|2022-12-11|2022.942	Europe
EPI_ISL_16240168|H5N1|a/chicken/nebraska/22-014141-003-original/2022|2022-05-03|2022.334	North America
EPI_ISL_3319859|H5N8|a/common_eider/sweden/sva210729sz0323/fb002615/i-2021|2021-07-19|2021.545	Europe
EPI_ISL_17494319|H5N1|a/american_crow/pei/fav-0019-01/2022|2022-12-26|2022.984	North America
EPI_ISL_11208195|H5N6|a/duck/guizhou/s4702/2021(h5n6)|2021-12-02|2021.918	Asia
EPI_ISL_11396552|H5N8|a/red_knot/scotland/006374/2020|2021-01-19|2021.049	Europe
EPI_ISL_18698754|H5N1|a/sea_lion/argentina/3849-4/2023|2023-08-08|2023.6	South America
EPI_ISL_5260466|H5N8|a/grebe/shandong/sc184/2021|2021-02-22|2021.142	Asia
EPI_ISL_654824|H5N8|a/duck/saratov/29804/2020|2020-09-15|2020.705	Europe
EPI_ISL_16838577|H5N1|a/duck/chelyabinsk/1379-1/2021|2021-09-14|2021.701	Europe
EPI_ISL_7778880|H5N1|a/red_fox/estonia/ta2126820_21vir10433-13/2021|2021-11-08|2021.852	Europe
EPI_ISL_16810698|H5N1|a/bubo_bubo/belgium/09467_0001/2022|2022-07-18|2022.542	Europe
EPI_ISL_18133022|H5N1|a/bald_eagle/south_carolina/usda-007918-002/2022|2022-03-04|2022.17	North America
EPI_ISL_16676477|H5N1|a/anser_anser/belgium/00939-0011/2022|2022-01-17|2022.044	Europe
EPI_ISL_4651963|H5N1|a/common_pheasant_/sweden/sva210923sz0341/kn000365/m-2021-h5n1|2021-09-22|2021.723	Europe
EPI_ISL_5323347|H5N1|a/duck/czech_republic/18520-2/2021|2021-09-27|2021.737	Europe
EPI_ISL_17762861|H5N1|a/common_tern/croatia/44-1/2023|2023-05-15|2023.367	Europe
EPI_ISL_17880911|H5N1|a/red_fox/germany/51023-124/2023|2023-02-09|2023.107	Europe
EPI_ISL_12176848|H5N8|a/chicken/kosovo/303_22vir3124-10/2021|2021-11-05|2021.844	Europe
EPI_ISL_17185813|H5N1|a/black_vulture/georgia/w22-736a/2022|2022-09-06|2022.679	North America
EPI_ISL_1719909|H5N8|a/swan/lithuania/1258pg1_21vir2606-2/2021|2021-02-26|2021.153	Europe
EPI_ISL_16096042|H5N1|a/black-headed_gull/germany-by/ai01062/2022|2022-02-07|2022.101	Europe
EPI_ISL_18612234|H5N1|a/guinea_fowl/italy/23vir10341-6/2023|2023-11-16|2023.874	Europe
EPI_ISL_18310959|H5N1|a/backyard_turkey/uruguay/udelar-124-m6/2023|2023-04-16|2023.288	South America
EPI_ISL_17964960|H5N1|a/turkey_vulture/utah/23-014334-001-original/2023|2023-04-28|2023.321	North America
EPI_ISL_17424653|H5N1|a/goose/virginia/w22-773/2022|2022-09-29|2022.742	North America
EPI_ISL_9876777|H5N1|a/american_blue-winged_teal/south_carolina/ah0195150/2021|2021-12-30|2021.995	North America
EPI_ISL_4805936|H5N8|a/seal/germany-sh/ai05379/2021|2021-08-19|2021.63	Europe
EPI_ISL_17964976|H5N1|a/peregrine_falcon/pennsylvania/23-016471-001-original/2023|2023-04-03|2023.252	North America
EPI_ISL_14552975|H5N1|a/fox/new_york/099451/2022|2022-05-04|2022.337	North America
EPI_ISL_16297079|H5N1|a/chicken/massachussetts/22-035225-001-original/2022|2022-11-01|2022.833	North America
EPI_ISL_15518267|H5N1|a/ural_owl/finland/14041_21rs3535-7/2021|2021-10-01|2021.748	Europe
EPI_ISL_16240497|H5N1|a/duck/utah/22-014481-001-original/2022|2022-05-09|2022.351	North America
EPI_ISL_17558875|H5N1|a/pelican/honduras/23-000009-001/2022|2022-12-27|2022.986	North America
EPI_ISL_17424647|H5N1|a/eagle/virginia/w22-101/2023|2023-01-03|2023.005	North America
EPI_ISL_18284461|H5N1|a/chicken/hokkaido/22a4t/2022|2022-10-28|2022.822	Asia
EPI_ISL_1114751|H5N8|a/turkey/stavropol/320-03/2020|2020-12-11|2020.943	Europe
EPI_ISL_18219237|H5N1|a/anser_anser/france/22p007390/2022|2022-02-03|2022.09	Europe
EPI_ISL_5260446|H5N8|a/goose/guangxi/s20601/2021|2021-05-11|2021.356	Asia
EPI_ISL_18244181|H5N8|a/mute_swan/poland/mb021-21-22vir5675-11/2021|2021-01-19|2021.049	Europe
EPI_ISL_18592433|H5N5|a/herring_gull/england/404384/2023|2023-10-10|2023.773	Europe
EPI_ISL_18310942|H5N1|a/backyard_chicken/uruguay/udelar-040-m5/2023|2023-03-03|2023.167	South America
EPI_ISL_5099451|H5N1|a/chicken/germany-ni/ai01599/2021|2021-02-23|2021.145	Europe
EPI_ISL_16297336|H5N1|a/chicken/iowa/22-033362-001-original/2022|2022-10-19|2022.797	North America
EPI_ISL_2276068|H5N1|a/chicken/senegal/21vir1084-3/2021|2020-12-23|2020.975	Africa
EPI_ISL_16524187|H5N1|a/common_gull/netherlands/2/2022|2022-12-17|2022.959	Europe
EPI_ISL_15535272|H5N1|a/domestic_goose/poland/h397-n/2022|2022-09-20|2022.718	Europe
EPI_ISL_18458052|H5N8|a/chicken/lithuania/5089_21vir3369-7/2021|2021-05-03|2021.334	Europe
EPI_ISL_17964874|H5N1|a/bald_eagle/south_carolina/23-006091-001-original/2023|2023-02-19|2023.134	North America
EPI_ISL_16297350|H5N1|a/turkey/utah/22-032951-001-original/2022|2022-10-11|2022.775	North America
EPI_ISL_16271865|H5N1|a/domestic_goose/kentucky/22-037028-001-original/2022|2022-11-16|2022.874	North America
EPI_ISL_16003253|H5N1|a/red_fox/mb/fav-370-01/2022|2022-04-07|2022.263	North America
EPI_ISL_18361501|H5N1|a/grey_heron/croatia/132-a/2021|2021-11-16|2021.874	Europe
EPI_ISL_2276071|H5N1|a/great-white_pelican/senegal/21-67_21vir1084-8/2021|2021-01-23|2021.06	Africa
EPI_ISL_16297339|H5N1|a/chicken/rhode_island/22-033346-001-original/2022|2022-10-19|2022.797	North America
EPI_ISL_17786288|H5N1|a/mute_swan/croatia/12/2022|2022-01-11|2022.027	Europe
EPI_ISL_766876|H5N1|a/mute_swan/england/234255/2020|2020-12-03|2020.921	Europe
EPI_ISL_18526630|H5N1|a/herring_gull/germany-ni/2023ai08764/2023|2023-11-03|2023.838	Europe
EPI_ISL_16555203|H5N1|a/neotropic_cormorant/arizona/245467/2022|2022-05-23|2022.389	North America
EPI_ISL_16574529|H5N1|a/chicken/isle_of_man/172945/2022|2022-12-26|2022.984	Europe
EPI_ISL_18458053|H5N1|a/herring_gull/latvia/287263_21vir8325-5/2021|2021-05-30|2021.408	Europe
EPI_ISL_7778764|H5N8|a/white-tailed_eagle/finland/9257_21vir7689-11/2021|2021-07-01|2021.496	Europe
EPI_ISL_16271815|H5N1|a/chicken/alabama/22-038970-003-original/2022|2022-12-01|2022.915	North America
EPI_ISL_16208999|H5N6|a/guangdong/lgf/2021|2021-09-19|2021.715	Asia
EPI_ISL_18133256|H5N1|a/mallard/illinois/usda-012772-001/2022|2022-04-18|2022.293	North America
EPI_ISL_16297063|H5N1|a/chicken/montana/22-034813-003-original/2022|2022-10-27|2022.819	North America
EPI_ISL_1420637|H5N8|a/wigeon/latvia/23903/2021|2021-02-04|2021.093	Europe
EPI_ISL_18133148|H5N1|a/american_wigeon/alabama/usda-004941-003/2022|2022-02-05|2022.096	North America
EPI_ISL_15234366|H5N1|a/duck/spain/2095-2_22vir8632-5/2022|2022-06-10|2022.438	Europe
EPI_ISL_684037|H5N8|a/goose/tatarstan/1730-2/2020_|2020-10-09|2020.77	Europe
EPI_ISL_1665261|H5N5|a/mute_swan/slovakia/pah15_21vir1086-3/2021|2021-01-29|2021.077	Europe
EPI_ISL_14934885|H5N1|a/cape_cormorant/south_africa/21090179c/2021_(h5n1)|2021-09-13|2021.699	Africa
EPI_ISL_5146292|H5N1|a/turkey/germany-ni/ai04373/2021|2021-04-27|2021.318	Europe
EPI_ISL_12917757|H5N1|a/turkey/israel/564/2021_|2021-10-29|2021.825	Asia
EPI_ISL_7585764|H5N8|a/aalopochen_aegyptiaca/belgium/2928_002/2021|2021-02-28|2021.159	Europe
EPI_ISL_13245602|H5N1|a/white-tailed_eagle/iceland/2022ai02104/2021|2021-10-25|2021.814	Europe
EPI_ISL_5061617|H5N5|a/chicken/germany-mv/ai02431/2020_|2020-11-09|2020.855	Europe
EPI_ISL_17371282|H5N1|a/duck/hulu_sungai_utara/a0522064-06/2022|2022-04-04|2022.255	Asia
EPI_ISL_1255051|H5N5|a/tufted_duck/poland/mb061/2021(h5n5)|2021-02-01|2021.085	Europe
EPI_ISL_18245816|H5N1|a/mute_swan/poland/mb122/2022|2022-04-07|2022.263	Europe
EPI_ISL_16297351|H5N1|a/pheasant/nebraska/22-032910-001-original/2022|2022-10-15|2022.786	North America
EPI_ISL_17785728|H5N1|a/swan/austria/22046299-002/2022|2022-04-13|2022.279	Europe
EPI_ISL_17656637|H5N1|a/common_tern/luxembourg/23109715/2023|2023-05-10|2023.353	Europe
EPI_ISL_7597827|H5N8|a/podiceps_cristatus/belgium/12659_0015/2020|2020-11-24|2020.896	Europe
EPI_ISL_18445703|H5N1|a/red_knot/france/22p003452/2022|2022-01-20|2022.052	Europe
EPI_ISL_3128534|H5N8|a/chicken/albania/3816_21vir5387-2/2021|2021-06-04|2021.422	Europe
EPI_ISL_18132358|H5N1|a/owl/texas/usda-012996-001/2022|2022-04-26|2022.315	North America
EPI_ISL_16209274|H5N5|a/pelican/dagestan/397-1/2021|2021-04-01|2021.247	Europe
EPI_ISL_16297352|H5N1|a/turkey/pennsylvania/22-032809-001-original/2022|2022-10-13|2022.781	North America
EPI_ISL_3135926|H5N5|a/eagle/hungary/8569/2021_(h5n5)|2021-03-08|2021.181	Europe
EPI_ISL_17821770|H5N1|a/cat/nebraska/23-010184-001-original/2023|2023-03-30|2023.241	North America
